ID,Severity,Start_Time,End_Time,Start_Lat,Start_Lng,End_Lat,End_Lng,Distance(mi),Description,Number,Street,Side,City,County,State,Zipcode,Country,Timezone,Airport_Code,Weather_Timestamp,Temperature(F),Wind_Chill(F),Humidity(%),Pressure(in),Visibility(mi),Wind_Direction,Wind_Speed(mph),Precipitation(in),Weather_Condition,Amenity,Bump,Crossing,Give_Way,Junction,No_Exit,Railway,Roundabout,Station,Stop,Traffic_Calming,Traffic_Signal,Turning_Loop,Sunrise_Sunset,Civil_Twilight,Nautical_Twilight,Astronomical_Twilight
A-14473,2,2018-05-08 11:21:51,2018-05-08 11:51:32,35.7822,-78.678841,35.7822,-78.678841,0.0,Accident on Western Blvd at Dan Allen Dr.,3098.0,Western Blvd,R,Raleigh,Wake,NC,27606-2040,US,US/Eastern,KRDU,2018-05-08 10:51:00,69.1,nan,61.0,30.16,10.0,NE,13.8,nan,Scattered Clouds,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
A-14474,3,2016-07-04 19:31:50,2016-07-04 20:26:00,40.543259,-74.502724,40.543259,-74.502724,0.0,Right lane blocked due to accident on I-287 Northbound at Exit 9 County Hwy-622 River Rd.,nan,I-287 S,R,Piscataway,Middlesex,NJ,08854,US,US/Eastern,KSMQ,2016-07-04 19:27:00,69.1,nan,84.0,29.96,1.8,South,4.6,0.03,Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14475,2,2018-09-19 08:50:38,2018-09-19 09:19:54,35.694584000000006,-78.561996,35.694584000000006,-78.561996,0.0,Accident on Greenfield Pkwy at Butterball Ln.,500.0,N Greenfield Pkwy,R,Garner,Wake,NC,27529-6945,US,US/Eastern,KRDU,2018-09-19 08:51:00,73.0,nan,81.0,29.96,10.0,Calm,nan,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14476,3,2019-06-01 22:25:29,2019-06-01 23:26:42,32.124775,-81.38700899999999,32.124775,-81.38700899999999,0.0,Right lane blocked due to accident on I-16 Westbound at Exit 148 Old River Rd.,nan,GA-404 W,R,Bloomingdale,Effingham,GA,31302,US,US/Eastern,KSAV,2019-06-01 22:53:00,78.0,78.0,74.0,29.81,10.0,S,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14477,3,2018-12-13 15:37:00,2018-12-13 16:06:53,37.562725,-122.037474,37.562725,-122.037474,0.0,At CA-84/Decoto Rd - Accident. Lane blocked.,nan,I-880 N,R,Newark,Alameda,CA,94560,US,US/Pacific,KPAO,2018-12-13 16:47:00,57.2,nan,72.0,30.16,10.0,NNW,11.5,nan,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14478,3,2018-04-18 17:59:29,2018-04-18 18:28:28,43.367146000000005,-88.296867,nan,nan,1.38999998569,Accident on entry ramp to I-41 Southbound from County Road K Eastbound.,nan,US-41 S,R,Hartford,Washington,WI,53027,US,US/Central,KETB,2018-04-18 17:55:00,32.0,25.6,100.0,29.88,0.5,North,6.9,0.03,Snow,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14479,2,2018-09-03 15:23:07,2018-09-03 16:07:46,26.492907000000002,-81.794296,26.492907000000002,-81.794296,0.0,Right lane blocked due to accident on County Hwy-840 Alico Rd Westbound at I-75 Exit 128.,nan,Alico Rd,R,Fort Myers,Lee,FL,33913,US,US/Eastern,KRSW,2018-09-03 14:55:00,75.9,nan,91.0,29.95,9.0,East,20.7,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14480,2,2018-05-29 06:49:06,2018-05-29 07:18:41,43.204525,-77.701904,43.204525,-77.701904,0.0,Accident on Fox Meadow Rd at Gayla Dr.,248.0,Fox Meadow Rd,L,Rochester,Monroe,NY,14626-3138,US,US/Eastern,KROC,2018-05-29 06:54:00,68.0,nan,81.0,30.0,10.0,North,3.5,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14481,2,2020-12-30 05:33:00,2020-12-30 08:34:44,32.272064,-110.96028700000001,32.272059999999996,-110.961024,0.043,Incident on E PRINCE RD near N 1ST AVE Drive with caution.,727.0, E Prince Rd,R,Tucson,Pima,AZ,85719,US,US/Mountain,KDMA,2020-12-30 05:58:00,33.0,25.0,76.0,27.24,10.0,SE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14482,3,2019-11-18 04:14:03,2019-11-18 05:48:39,37.614498,-77.44475600000001,37.614498,-77.44475600000001,0.0,Accident on I-95 Northbound at Exit 82 US-301 Chamberlayne Rd.,nan,I-95 S,R,Richmond,Henrico,VA,23227,US,US/Eastern,KOFP,2019-11-18 03:54:00,41.0,37.0,76.0,29.69,10.0,VAR,6.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14483,3,2018-05-18 11:49:22,2018-05-18 12:32:00,30.344162,-81.668091,nan,nan,0.649999976158,Accident on exit ramp from I-95 Northbound at Exit 353D to W 8th St both ways.,nan,I-95 N,R,Jacksonville,Duval,FL,32209,US,US/Eastern,KJAX,2018-05-18 11:56:00,80.1,nan,71.0,30.0,10.0,SSW,6.9,nan,Mostly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14484,2,2020-11-23 20:05:00,2020-11-23 22:42:33,37.73279,-120.995231,37.742470000000004,-120.995421,0.669,NEG 1125,6342.0, McHenry Ave,R,Modesto,Stanislaus,CA,95356-9719,US,US/Pacific,KMOD,2020-11-23 19:53:00,52.0,52.0,61.0,29.9,10.0,NW,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14485,2,2020-12-26 01:09:00,2020-12-26 02:50:41,38.396392,-122.71351299999999,38.395462,-122.713522,0.064,Incident on SANTA ROSA AVE near BUTTERFLY LN Drive with caution.,3322.0, Santa Rosa Ave,L,Santa Rosa,Sonoma,CA,95407-7942,US,US/Pacific,KSTS,2020-12-26 00:53:00,54.0,54.0,90.0,29.92,10.0,SW,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14486,2,2020-02-26 08:05:00,2020-02-26 08:38:34,33.844698,-117.25111499999998,33.844698,-117.25111499999998,0.0,At Ramona Expy/Cajalco Expy - Accident.,nan,Escondido Fwy N,R,Perris,Riverside,CA,92571,US,US/Pacific,KRIV,2020-02-26 07:56:00,61.0,61.0,13.0,28.68,10.0,E,13.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14487,2,2020-11-12 22:29:07,2020-11-13 00:12:21,35.816359000000006,-78.62568900000001,35.81706,-78.625336,0.052000000000000005,Incident on WAKE FOREST RD near CREEKSIDE DR Drive with caution.,2471.0, Wake Forest Rd,L,Raleigh,Wake,NC,27609-7835,US,US/Eastern,KRDU,2020-11-12 22:34:00,60.0,60.0,96.0,29.57,2.0,NE,9.0,0.0,Light Drizzle,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14488,2,2020-10-30 03:16:00,2020-10-31 05:23:36,33.668407,-117.30903899999998,33.670227000000004,-117.30558899999998,0.235,[Notification] [CHP]-Problem changed from 1183-Trfc Collision-Unkn Inj to 1182-Trfc Collision-No Inj [Shared],1531.0, Franklin St,R,Lake Elsinore,Riverside,CA,92530,US,US/Pacific,KF70,2020-10-30 03:15:00,50.0,50.0,47.0,28.58,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14489,2,2020-10-20 23:31:25,2020-10-21 01:49:34,44.157575,-93.848527,44.155744,-93.838445,0.516,Incident on US-14 EB near 610TH AVE Drive with caution.,21449.0, 610th Ave,R,Eagle Lake,Blue Earth,MN,56024-4462,US,US/Central,KMKT,2020-10-20 23:35:00,36.0,28.0,100.0,28.9,5.0,SW,10.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14490,2,2018-07-19 19:33:34,2018-07-19 20:03:20,34.046551,-82.06804699999999,34.046551,-82.06804699999999,0.0,Accident on Bruce Rd at US-25.,6826.0,Highway 25 S,L,Ninety Six,Greenwood,SC,29666-9294,US,US/Eastern,KGRD,2018-07-19 19:56:00,75.9,nan,97.0,29.44,6.0,North,5.8,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14491,3,2018-12-24 14:42:16,2018-12-24 15:12:13,33.87344,-118.01043999999999,33.87109,-118.00716000000001,0.249,Ramp to Artesia Blvd/Knott Ave/Exit 117 - Accident.,nan,Artesia Blvd,R,Buena Park,Orange,CA,90621,US,US/Pacific,KFUL,2018-12-24 14:53:00,64.9,nan,63.0,29.95,3.0,SSW,8.1,nan,Haze,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14492,2,2020-09-18 13:12:00,2020-09-18 22:22:47,28.566846999999996,-81.20678000000001,28.567025,-81.208415,0.1,Stationary traffic on FL-50 from FL-408/Challenger Pkwy/East West Expy (FL-50) to Rouse Rd (FL-50) due to accident.,11837.0, E Colonial Dr,L,Orlando,Orange,FL,32826-4702,US,US/Eastern,KORL,2020-09-18 12:53:00,88.0,88.0,65.0,29.77,10.0,WNW,13.0,0.0,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14493,2,2020-05-09 14:31:00,2020-05-09 15:31:00,40.73681,-111.90444,40.73681,-111.90444,0.0,At 13th/Exit 305C/Exit 305A - Accident.,nan,I-15 N,R,Salt Lake City,Salt Lake,UT,84115,US,US/Mountain,KSLC,2020-05-09 14:54:00,74.0,74.0,11.0,25.8,10.0,W,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14494,3,2017-10-19 05:35:40,2017-10-19 06:04:03,33.538703999999996,-112.11243400000001,33.538703999999996,-112.11243400000001,0.0,Right lane blocked due to accident on I-17 Black Canyon Fwy Northbound near Glendale Ave.,nan,Black Canyon Fwy S,R,Phoenix,Maricopa,AZ,85021,US,US/Mountain,KDVT,2017-10-19 05:53:00,75.9,nan,24.0,29.76,10.0,East,5.8,nan,Clear,False,False,True,False,False,False,False,False,False,False,False,True,False,Night,Night,Night,Day
A-14495,2,2020-01-20 18:39:00,2020-01-20 19:51:55,38.873189,-121.131638,38.873189,-121.131638,0.0,At Newcastle Rd - Accident.,nan,I-80 W,R,Newcastle,Placer,CA,95658,US,US/Pacific,KAUN,2020-01-20 18:35:00,48.0,46.0,71.0,28.42,9.0,SSE,5.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-14496,2,2018-04-13 09:32:29,2018-04-13 15:32:29,25.73254,-80.31895,25.72781,-80.31883,0.327,Ramp to SR-874 SB and SR-826 SB - Accident.,nan,Bird Rd,R,Miami,Miami-Dade,FL,33155,US,US/Eastern,KMIA,2018-04-13 09:53:00,78.1,nan,56.0,30.15,10.0,East,12.7,nan,Scattered Clouds,False,False,True,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14497,2,2020-10-12 01:00:00,2020-10-13 00:45:00,47.784874,-122.316124,47.795255,-122.315423,0.718,Incident on I-5 HOV LN NB near MP 178 Drive with caution.,nan,I-5 N,R,Mountlake Terrace,Snohomish,WA,98043,US,US/Pacific,KPAE,2020-10-12 00:53:00,57.0,57.0,83.0,29.11,10.0,SSW,17.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14498,2,2020-10-25 01:30:18,2020-10-25 03:06:26,43.626818,-111.943836,43.645014,-111.93027099999999,1.429,Incident on US-20 EB near IONA RD Drive with caution.,nan,US-20 E,R,Rigby,Jefferson,ID,83442,US,US/Mountain,KRXE,2020-10-25 01:53:00,19.0,6.0,50.0,25.11,10.0,N,14.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14499,2,2017-11-07 19:33:11,2017-11-07 20:17:57,40.698277000000004,-73.518547,40.698277000000004,-73.518547,0.0,Left lane blocked due to accident on Southern State Pkwy Eastbound at Exits 27N 27S Wantagh Pkwy.,nan,Wantagh Pkwy N,R,Wantagh,Nassau,NY,11793,US,US/Eastern,KFRG,2017-11-07 19:53:00,43.0,36.8,93.0,30.16,10.0,North,11.5,0.08,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14500,2,2020-10-10 00:45:51,2020-10-10 02:02:29,34.819182,-91.56966,34.802822,-91.729,9.11,Incident on I-40 WB near I-40 Road closed. Take alternate route.,nan,I-40 W,R,Hazen,Prairie,AR,72064,US,US/Central,KSGT,2020-10-10 00:42:00,66.0,66.0,94.0,29.6,10.0,ENE,15.0,0.0,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14501,3,2019-07-03 16:09:37,2019-07-03 16:38:21,35.598431,-82.556229,35.598431,-82.556229,0.0,Right lane blocked due to accident on I-240 Westbound at Merrimon Ave.,nan,I-240 E,R,Asheville,Buncombe,NC,28801,US,US/Eastern,KAVL,2019-07-03 15:54:00,87.0,87.0,46.0,27.75,10.0,SW,7.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14502,2,2019-02-05 07:50:59,2019-02-05 08:20:37,39.62894,-75.96224000000001,39.635490000000004,-75.9499,0.797,At MD-272/Exit 100 - Accident. Lane blocked.,nan,I-95 N,R,North East,Cecil,MD,21901,US,US/Eastern,KAPG,2019-02-05 07:54:00,35.6,nan,100.0,30.01,10.0,Calm,nan,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14503,2,2017-08-14 07:14:26,2017-08-14 07:43:58,38.953869,-94.540146,38.953869,-94.540146,0.0,Accident on US-71 Northbound at County Hwy-8 Bannister Rd.,nan,E Bannister Rd,R,Kansas City,Jackson,MO,64137,US,US/Central,KLXT,2017-08-14 06:53:00,66.9,nan,97.0,29.86,10.0,WSW,5.8,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14504,2,2018-09-11 08:51:51,2018-09-11 12:51:51,45.258261,-121.188938,45.258219,-121.1889,0.003,At OR-216/Tygh Valley Rd/Old US-197 - Accident.,82754.0, Highway 197,R,Dufur,Wasco,OR,97021,US,US/Pacific,KDLS,2018-09-11 08:53:00,61.0,nan,67.0,29.98,10.0,NW,11.5,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14505,2,2019-12-03 15:59:00,2019-12-03 17:52:25,34.226744000000004,-118.38768799999998,34.226744000000004,-118.38768799999998,0.0,At Lankershim Blvd/Exit 152 - Accident.,nan,Golden State Fwy N,R,Sun Valley,Los Angeles,CA,91352,US,US/Pacific,KBUR,2019-12-03 15:53:00,65.0,65.0,37.0,29.14,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14506,2,2018-10-16 12:14:07,2018-10-16 12:43:56,39.774231,-86.163261,39.774231,-86.163261,0.0,Accident on Senate Ave at Michigan St.,501.0,N Senate Ave,R,Indianapolis,Marion,IN,46204-1232,US,US/Eastern,KIND,2018-10-16 11:54:00,46.9,nan,61.0,30.28,10.0,SW,9.2,nan,Mostly Cloudy,True,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-14507,2,2020-12-19 04:37:00,2020-12-19 09:32:12,27.579,-82.459334,27.579071000000003,-82.459671,0.021,Incident on SAWGRASS RD near ERIE RD Drive with caution.,10301.0, Erie Rd,R,Parrish,Manatee,FL,34219,US,US/Eastern,KSRQ,2020-12-19 04:53:00,48.0,44.0,86.0,30.19,10.0,NE,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14508,2,2020-10-21 08:00:17,2020-10-21 11:04:12,41.591274,-73.764827,41.591526,-73.764741,0.018000000000000002,Crash on Taconic State Parkway southbound area of Exit 41 - Beekman Rd. - CR 9 (East Fishkill) right shoulder of 2 lanes blocked,712.0, Taconic State Pkwy,L,Hopewell Junction,Dutchess,NY,12533,US,US/Eastern,KPOU,2020-10-21 07:53:00,58.0,58.0,97.0,30.1,0.5,CALM,0.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14509,3,2018-10-12 08:18:34,2018-10-12 08:48:02,37.959278000000005,-121.33287,37.959278000000005,-121.33287,0.0,#1 lane blocked and right hand shoulder blocked due to accident on I-5 Southbound before Exit 474A Monte Diablo Ave.,nan,I-5 S,R,Stockton,San Joaquin,CA,95203,US,US/Pacific,KSCK,2018-10-12 07:55:00,55.0,nan,83.0,29.91,9.0,West,4.6,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14510,3,2017-09-28 15:23:15,2017-09-28 16:07:59,32.902164,-117.22200000000001,32.902164,-117.22200000000001,0.0,#3 lane blocked due to accident on I-805 Southbound at I-5.,nan,I-805 S,R,San Diego,San Diego,CA,92121,US,US/Pacific,KNKX,2017-09-28 14:55:00,82.9,nan,37.0,29.84,10.0,WNW,11.5,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14511,2,2020-01-30 18:57:00,2020-01-30 21:29:22,33.469986,-117.13671299999999,33.469986,-117.13671299999999,0.0,At CA-79/Old Town Front St/Exit 58 - Accident.,nan,Escondido Fwy N,R,Temecula,Riverside,CA,92590,US,US/Pacific,KF70,2020-01-30 18:55:00,57.0,57.0,44.0,28.69,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14512,3,2016-12-31 09:56:30,2016-12-31 10:25:03,33.742259999999995,-117.83883700000001,nan,nan,0.01,Accident on I-5 Southbound at Exit 103C 1st St.,nan,Santa Ana Fwy S,R,Santa Ana,Orange,CA,92705,US,US/Pacific,KSNA,2016-12-31 09:53:00,57.9,nan,84.0,29.99,10.0,SSW,5.8,nan,Overcast,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14513,2,2020-12-23 23:20:17,2020-12-24 03:45:00,39.664547,-79.876078,39.655604,-79.887697,0.8740000000000001,Incident on I-68 WB near MM 8 Drive with caution.,nan,I-68 W,R,Morgantown,Monongalia,WV,26508,US,US/Eastern,KMGW,2020-12-23 22:53:00,50.0,50.0,39.0,28.65,10.0,S,8.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14514,2,2019-09-27 21:53:00,2019-09-27 23:07:42,33.952694,-118.369395,33.952694,-118.369395,0.0,At Century Blvd/Exit 46 - Accident.,nan,I-405 S,R,Inglewood,Los Angeles,CA,90301,US,US/Pacific,KLAX,2019-09-27 21:53:00,69.0,69.0,75.0,29.7,10.0,SW,7.0,0.0,Partly Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14515,3,2017-04-23 21:52:26,2017-04-23 22:22:03,32.747749,-117.19333600000002,nan,nan,0.01,Accident on I-5 Southbound at Exit 19 Old Town Ave.,nan,I-5 N,R,San Diego,San Diego,CA,92110,US,US/Pacific,KSAN,2017-04-23 21:51:00,63.0,nan,72.0,29.91,10.0,SSE,6.9,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14516,2,2019-10-25 03:59:00,2019-10-25 06:12:40,34.498115000000006,-117.738426,34.498115000000006,-117.738426,0.0,At CA-18/Pearblossom Hwy - Accident.,nan,Pearblossom Hwy,R,Llano,Los Angeles,CA,93544,US,US/Pacific,KGXA,2019-10-25 03:58:00,53.0,53.0,12.0,27.05,10.0,SE,5.0,0.0,Fair,False,False,False,False,False,False,False,False,False,True,False,False,False,Night,Night,Night,Night
A-14517,2,2018-03-20 17:11:21,2018-03-20 17:41:02,43.100429999999996,-83.690498,43.100429999999996,-83.690498,0.0,Accident on Dunkirk Ave near George St.,6365.0,George St,L,Mount Morris,Genesee,MI,48458-2546,US,US/Eastern,KFNT,2018-03-20 16:53:00,36.0,25.6,50.0,29.92,10.0,ENE,18.4,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14518,3,2019-05-13 10:22:11,2019-05-13 11:06:58,33.804455,-118.207397,33.804455,-118.207397,0.0,Accident on I-710 Southbound at Exits 3A 3B Willow St.,nan,W Willow St,R,Long Beach,Los Angeles,CA,90810,US,US/Pacific,KLGB,2019-05-13 09:53:00,63.0,63.0,81.0,29.96,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,True,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14519,2,2020-04-02 09:51:27,2020-04-02 10:36:27,42.580690000000004,-85.35675,42.580690000000004,-85.35675,0.0,At W Schultz Rd - Accident.,4999.0, S M 43 Hwy,R,Hastings,Barry,MI,49058-9234,US,US/Eastern,KGRR,2020-04-02 09:53:00,42.0,42.0,82.0,29.21,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14520,2,2020-12-12 09:51:00,2020-12-12 12:06:35,29.592522,-82.364577,29.602302,-82.373327,0.856,Incident on I-75 NB near MM 382 Drive with caution.,nan,I-75 N,R,Gainesville,Alachua,FL,32608,US,US/Eastern,KGNV,2020-12-12 09:53:00,58.0,58.0,93.0,30.03,10.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14521,2,2016-09-09 17:42:06,2016-09-09 18:12:06,29.736753000000004,-95.57178499999999,29.736753000000004,-95.57178499999999,0.0,Slow traffic due to accident on Wilcrest Dr Northbound at FM-1093 Westheimer Rd.,11099.0,Westheimer Rd,L,Houston,Harris,TX,77042-3205,US,US/Central,KMCJ,2016-09-09 17:55:00,80.6,nan,79.0,29.91,10.0,ENE,3.5,nan,Clear,False,False,False,False,False,False,False,False,False,False,False,True,False,Day,Day,Day,Day
A-14522,2,2020-12-31 02:48:28.000000000,2020-12-31 04:29:20.000000000,34.99475,-82.246914,34.997502000000004,-82.249204,0.23,Incident on SC-14 near TAPP RD Drive with caution.,3398.0, N Highway 14,R,Greer,Greenville,SC,29651-5324,US,US/Eastern,KGSP,2020-12-31 02:53:00,42.0,42.0,76.0,29.13,7.0,CALM,0.0,0.0,Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14523,2,2016-12-30 19:23:01,2016-12-30 19:52:46,32.724182,-117.155449,nan,nan,0.01,Accident on CA-163 Southbound at Exits 1A 1B I-5.,nan,CA-163 N,R,San Diego,San Diego,CA,92101,US,US/Pacific,KSAN,2016-12-30 19:31:00,55.9,nan,93.0,30.01,2.0,Calm,nan,0.03,Light Rain,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14524,3,2020-01-04 19:48:23,2020-01-04 20:48:08,41.850978999999995,-71.40862299999999,41.850978999999995,-71.40862299999999,0.0,Left lane blocked due to accident on I-95 Southbound at Exits 24 25 25A-B Branch Ave.,nan,I-95 N,R,Providence,Providence,RI,02904,US,US/Eastern,KSFZ,2020-01-04 19:44:00,41.0,35.0,100.0,29.03,0.75,N,9.0,0.0,Fog,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Night
A-14525,2,2019-12-20 14:21:00,2019-12-20 15:34:04,33.163306,-117.342431,33.163306,-117.342431,0.0,At Elm Ave/Carlsbad Village Dr/Exit 50 - Accident.,nan,I-5 S,R,Carlsbad,San Diego,CA,92008,US,US/Pacific,KCRQ,2019-12-20 13:53:00,68.0,68.0,36.0,29.76,10.0,VAR,3.0,0.0,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14526,3,2017-12-22 16:26:20,2017-12-22 16:55:30,41.229015000000004,-95.837303,nan,nan,1.88999998569,Queueing traffic and Right lane blocked due to accident on I-80 Westbound between Exit 5 Madison Ave and Exit 4 I-29.,nan,I-80 E,R,Council Bluffs,Pottawattamie,IA,51501,US,US/Central,KOMA,2017-12-22 16:52:00,25.0,20.7,75.0,30.19,10.0,NE,3.5,nan,Partly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14527,2,2018-03-09 19:03:24,2018-03-10 01:03:24,31.77805,-106.46093,31.77804,-106.45885,0.122,At Raynor St - Accident.,nan,US-180 E,R,El Paso,El Paso,TX,79905,US,US/Mountain,KELP,2018-03-09 18:51:00,73.0,nan,11.0,29.7,10.0,West,16.1,nan,Mostly Cloudy,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Night,Night,Day
A-14528,2,2020-12-02 06:38:00,2020-12-02 07:19:30,33.854136,-117.954796,33.855181,-117.969191,0.8290000000000001,Stationary traffic on Riverside Fwy W - CA-91 W from Euclid St (CA-91) to Magnolia Ave (West) (CA-91) due to accident.,nan,CA-91 W,R,Fullerton,Orange,CA,92833,US,US/Pacific,KFUL,2020-12-02 06:53:00,46.0,46.0,73.0,29.96,10.0,CALM,0.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Night,Day,Day,Day
A-14529,2,2020-05-12 16:45:24,2020-05-12 17:30:10,35.278481,-80.736389,35.278481,-80.736389,0.0,Accident on Rocky River Rd at Old Concord Rd.,1598.0,Rocky River Rd W,R,Charlotte,Mecklenburg,NC,28213-5040,US,US/Eastern,KJQF,2020-05-12 16:55:00,64.0,64.0,30.0,29.47,10.0,SSW,6.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14530,2,2019-10-04 18:58:51,2019-10-04 20:00:31,34.902962,-82.35018199999999,34.902962,-82.35018199999999,0.0,Accident on Stallings Rd at Rutherford Rd.,2100.0,Rutherford Rd,R,Greenville,Greenville,SC,29609-1908,US,US/Eastern,KGMU,2019-10-04 18:53:00,90.0,90.0,38.0,28.9,10.0,N,6.0,0.0,Fair,False,False,True,False,False,False,True,False,False,False,False,True,False,Day,Day,Day,Day
A-14531,2,2020-03-17 11:12:24,2020-03-17 15:12:24,45.569959999999995,-122.67873,45.569959999999995,-122.67873,0.0,At Portland Blvd/Exit 304 - Accident.,nan,I-5 S,R,Portland,Multnomah,OR,97217,US,US/Pacific,KVUO,2020-03-17 10:53:00,46.0,42.0,56.0,29.84,10.0,WSW,8.0,0.0,Fair,False,False,False,False,False,False,False,False,False,False,False,False,False,Day,Day,Day,Day
A-14532,2,2020-02-01 12:19:58,2020-02-01 16:19:58,45.518409999999996,-122.57903,45.518409999999996,-122.57903,0.0,At SE Division St - Accident.,8200.0, SE Washington St,R,Portland,Multnomah,OR,97216-1122,US,US/Pacific,KPDX,2020-02-01 11:53:00,51.0,51.0,77.0,30.17,10.0,NW,8.0,0.02,Cloudy,False,False,True,False,False,False,False,False,True,False,False,True,False,Day,Day,Day,Day
